"Horas_Estudio","Asistencia","Involucramiento_Parental","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Nivel_Motivacion","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Calidad_Profesor","Tipo_Escuela","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen"
23,65,"Alto","Alto","No",7,57,"Baja","No",1,"Alto","Media","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",65
18,72,"Medio","Medio","No",8,71,"Baja","Si",2,"Alto","Media","Publica","Positiva",4,"No","Postgrado","Cerca","Masculino",66
9,86,"Alto","Alto","No",8,80,"Media","Si",1,"Bajo","Media","Publica","Positiva",5,"No","Universitaria","Lejos","Femenino",67
17,85,"Medio","Bajo","No",6,69,"Media","Si",1,"Medio","Media","Privada","Neutral",3,"Si","Postgrado","Cerca","Masculino",65
25,81,"Medio","Medio","No",4,60,"Media","Si",2,"Medio","Media","Privada","Neutral",3,"No","Secundaria","Cerca","Masculino",68
18,87,"Medio","Medio","No",5,61,"Alta","Si",2,"Medio","Media","Publica","Positiva",1,"No","Secundaria","Cerca","Masculino",68
19,85,"Medio","Alto","Si",9,74,"Media","Si",1,"Alto","Media","Publica","Neutral",3,"No","Universitaria","Moderado","Femenino",69
26,95,"Medio","Bajo","Si",8,61,"Media","Si",2,"Medio","Media","Privada","Neutral",2,"No","Postgrado","Cerca","Femenino",71
16,83,"Medio","Medio","Si",7,62,"Media","Si",0,"Bajo","Media","Privada","Neutral",1,"Si","Postgrado","Moderado","Masculino",64
11,91,"Bajo","Alto","No",7,94,"Media","Si",1,"Medio","Media","Publica","Neutral",3,"Si",NA,"Moderado","Masculino",65
19,70,"Medio","Medio","No",5,89,"Media","Si",1,"Bajo","Alta","Privada","Neutral",2,"No","Secundaria","Cerca","Masculino",64
17,87,"Medio","Medio","Si",9,53,"Baja","Si",3,"Bajo","Media","Publica","Positiva",3,"No","Postgrado","Moderado","Femenino",67
14,96,"Medio","Alto","No",6,66,"Media","Si",3,"Medio","Media","Publica","Positiva",2,"No","Universitaria","Cerca","Femenino",70
19,75,"Medio","Alto","No",8,77,"Media","Si",1,"Bajo","Baja","Publica","Positiva",4,"No","Secundaria","Moderado","Femenino",66
23,91,"Alto","Medio","No",5,53,"Baja","Si",3,"Medio","Alta","Privada","Negativa",3,"No","Secundaria","Cerca","Masculino",70
20,89,"Medio","Alto","Si",7,84,"Baja","Si",1,"Alto","Alta","Publica","Neutral",4,"No","Secundaria","Moderado","Masculino",70
22,62,"Alto","Medio","Si",9,69,"Baja","Si",1,"Alto","Baja","Privada","Negativa",3,"No","Universitaria","Cerca","Masculino",64
31,83,"Bajo","Alto","Si",6,70,"Media","Si",3,"Bajo","Media","Privada","Negativa",3,"No","Universitaria","Cerca","Masculino",71
18,65,"Medio","Alto","Si",8,63,"Media","Si",1,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Lejos","Masculino",63
22,99,"Medio","Medio","Si",5,67,"Alta","Si",1,"Medio","Alta","Privada","Negativa",3,"No","Universitaria","Cerca","Masculino",72
17,92,"Alto","Alto","No",6,93,"Media","Si",4,"Medio","Baja","Privada","Neutral",4,"No","Universitaria","Moderado","Femenino",72
15,64,"Alto","Bajo","Si",7,89,"Baja","Si",0,"Bajo","Media","Publica","Negativa",2,"No","Secundaria","Cerca","Masculino",61
16,65,"Alto","Bajo","Si",8,97,"Alta","Si",2,"Bajo","Media","Publica","Negativa",4,"Si","Secundaria","Cerca","Femenino",63
17,84,"Bajo","Alto","No",7,85,"Alta","Si",0,"Medio","Media","Privada","Positiva",2,"No","Universitaria","Moderado","Masculino",67
22,74,"Alto","Bajo","Si",8,79,"Baja","Si",3,"Medio","Media","Publica","Neutral",1,"No","Secundaria","Cerca","Femenino",67
34,61,"Medio","Bajo","No",9,63,"Baja","Si",2,"Medio","Media","Publica","Neutral",5,"No","Secundaria","Moderado","Femenino",65
16,82,"Bajo","Medio","No",6,83,"Media","Si",0,"Medio","Media","Publica","Negativa",2,"No","Secundaria","Cerca","Femenino",64
18,76,"Medio","Bajo","No",5,95,"Alta","Si",2,"Alto","Alta","Publica","Positiva",6,"No","Postgrado","Cerca","Femenino",69
20,64,"Medio","Alto","No",6,53,"Alta","No",4,"Alto","Media","Privada","Neutral",4,"No","Universitaria","Moderado","Femenino",65
22,92,"Alto","Alto","No",9,72,"Baja","Si",1,"Bajo","Alta","Publica","Neutral",4,"Si","Postgrado","Cerca","Masculino",71
22,97,"Medio","Medio","Si",6,57,"Media","Si",0,"Medio","Alta","Privada","Positiva",2,"No","Secundaria","Cerca","Masculino",70
28,90,"Bajo","Medio","Si",9,91,"Media","Si",0,"Medio","Media","Publica","Positiva",2,"No","Universitaria","Moderado","Femenino",98
5,93,"Medio","Medio","Si",7,81,"Media","No",1,"Bajo","Alta","Publica","Neutral",2,"No","Universitaria","Cerca","Femenino",65
6,69,"Alto","Medio","Si",10,94,"Media","No",1,"Medio","Media","Privada","Neutral",4,"No","Postgrado","Cerca","Femenino",63
17,71,"Medio","Medio","Si",10,53,"Baja","Si",0,"Bajo","Baja","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",61
27,68,"Medio","Bajo","Si",9,95,"Media","Si",1,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Masculino",67
11,91,"Medio","Medio","No",5,53,"Media","Si",0,"Bajo","Media","Privada","Neutral",2,"No","Postgrado","Cerca","Femenino",64
2,98,"Alto","Medio","No",4,64,"Media","Si",1,"Bajo","Alta","Privada","Neutral",2,"No","Secundaria","Cerca","Femenino",65
23,89,"Alto","Alto","Si",7,58,"Media","Si",2,"Medio","Alta","Privada","Positiva",3,"No","Postgrado","Moderado","Masculino",73
21,95,"Medio","Alto","Si",8,57,"Baja","No",1,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",69
13,86,"Medio","Alto","No",8,59,"Media","Si",3,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",67
14,76,"Alto","Medio","No",6,74,"Baja","Si",0,"Alto","Media","Privada","Positiva",2,"Si","Universitaria","Lejos","Masculino",63
14,77,"Alto","Alto","Si",5,89,"Baja","Si",0,"Medio","Media","Privada","Positiva",2,"No","Universitaria","Cerca","Masculino",67
21,63,"Bajo","Alto","Si",8,95,"Media","Si",2,"Alto","Media","Publica","Neutral",5,"No","Secundaria","Cerca","Masculino",66
16,61,"Medio","Alto","Si",10,78,"Media","Si",2,"Bajo","Alta","Publica","Positiva",2,"No","Universitaria","Moderado","Femenino",64
23,88,"Alto","Bajo","Si",6,58,"Media","Si",2,"Bajo","Media","Publica","Neutral",2,"No","Secundaria","Moderado","Masculino",68
3,78,"Medio","Medio","No",8,54,"Alta","Si",2,"Alto","Media","Publica","Positiva",4,"No","Secundaria","Moderado","Masculino",61
15,82,"Medio","Medio","Si",10,75,"Media","Si",1,"Alto","Media","Publica","Negativa",1,"No","Universitaria","Cerca","Femenino",66
13,82,"Medio","Medio","Si",7,88,"Media","Si",0,"Bajo","Media","Publica","Neutral",2,"No","Secundaria","Cerca","Femenino",65
18,71,"Medio","Alto","Si",7,81,"Media","Si",0,"Medio","Media","Publica","Negativa",4,"No","Universitaria","Moderado","Femenino",65
17,79,"Medio","Medio","No",8,79,"Media","Si",3,"Medio","Alta","Privada","Neutral",5,"Si","Postgrado","Cerca","Masculino",67
25,79,"Alto","Medio","Si",7,52,"Media","Si",1,"Medio","Media","Publica","Negativa",2,"No","Postgrado","Moderado","Femenino",68
9,76,"Medio","Medio","Si",9,71,"Media","Si",1,"Medio","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",63
20,93,"Alto","Medio","No",6,78,"Baja","Si",1,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Femenino",70
23,78,"Alto","Alto","No",7,80,"Media","Si",0,"Bajo","Media","Privada","Neutral",2,"No","Secundaria","Cerca","Femenino",68
31,84,"Medio","Medio","No",5,50,"Media","No",2,"Bajo","Alta","Privada","Positiva",3,"No","Secundaria","Cerca","Masculino",69
17,96,"Alto","Medio","Si",7,60,"Baja","Si",0,"Bajo","Media","Privada","Neutral",2,"Si","Universitaria","Cerca","Masculino",67
22,95,"Medio","Medio","No",5,97,"Media","Si",0,"Bajo","Baja","Publica","Neutral",3,"No","Secundaria","Moderado","Masculino",69
9,96,"Medio","Bajo","Si",8,75,"Baja","Si",1,"Bajo","Alta","Privada","Positiva",4,"Si","Secundaria","Cerca","Femenino",65
6,71,"Medio","Alto","Si",5,85,"Media","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Secundaria","Moderado","Masculino",61
25,61,"Medio","Alto","Si",8,65,"Baja","Si",3,"Bajo","Baja","Publica","Neutral",3,"No","Universitaria","Cerca","Femenino",65
20,70,"Bajo","Medio","Si",6,79,"Baja","Si",4,"Medio","Media","Publica","Positiva",4,"No","Postgrado","Cerca","Masculino",67
27,71,"Medio","Alto","Si",10,68,"Media","Si",1,"Bajo","Media","Publica","Negativa",2,"No","Secundaria","Moderado","Masculino",66
12,96,"Medio","Medio","No",9,65,"Media","Si",2,"Alto","Alta","Privada","Neutral",4,"Si","Postgrado","Cerca","Femenino",69
23,86,"Medio","Medio","Si",8,71,"Alta","Si",3,"Medio","Media","Publica","Neutral",4,"No","Universitaria","Cerca","Femenino",71
31,63,"Alto","Alto","No",5,73,"Media","Si",1,"Alto","Baja","Publica","Positiva",2,"No","Secundaria","Cerca","Femenino",68
23,65,"Alto","Medio","No",6,67,"Alta","No",3,"Medio","Media","Privada","Negativa",5,"No","Secundaria","Moderado","Masculino",65
22,66,"Medio","Medio","No",6,63,"Alta","Si",1,"Bajo","Media","Privada","Neutral",5,"No","Postgrado","Lejos","Masculino",64
20,85,"Medio","Bajo","No",6,81,"Baja","Si",1,"Alto","Alta","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",68
11,89,"Bajo","Alto","No",9,69,"Baja","Si",1,"Bajo","Baja","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",64
28,94,"Medio","Alto","No",7,60,"Baja","Si",1,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",71
16,98,"Alto","Medio","No",6,88,"Media","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Postgrado","Moderado","Femenino",70
23,68,"Alto","Medio","Si",6,86,"Media","Si",0,"Medio","Media","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",68
11,72,"Medio","Medio","Si",6,94,"Baja","Si",2,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",63
13,70,"Medio","Alto","Si",8,78,"Media","Si",0,"Bajo","Media","Privada","Negativa",3,"Si","Secundaria","Cerca","Masculino",61
29,74,"Medio","Bajo","No",5,64,"Media","Si",2,"Medio","Media","Publica","Neutral",1,"No","Universitaria","Moderado","Masculino",66
18,97,"Medio","Alto","Si",7,93,"Media","Si",5,"Alto","Media","Publica","Positiva",4,"No","Universitaria","Cerca","Femenino",75
29,83,"Alto","Alto","Si",8,64,"Media","Si",2,"Medio","Alta","Publica","Neutral",1,"No","Secundaria","Lejos","Masculino",71
20,90,"Medio","Medio","Si",4,83,"Alta","Si",1,"Bajo","Baja","Publica","Positiva",3,"No","Universitaria","Cerca","Masculino",69
9,80,"Alto","Bajo","No",5,60,"Media","Si",2,"Bajo","Media","Privada","Neutral",3,"No","Secundaria","Cerca","Masculino",62
25,61,"Medio","Medio","No",7,81,"Alta","Si",0,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Moderado","Femenino",65
16,63,"Medio","Bajo","No",9,92,"Media","Si",0,"Bajo","Media","Privada","Positiva",3,"No","Universitaria","Moderado","Femenino",61
24,82,"Medio","Medio","No",9,77,"Media","Si",3,"Medio","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Femenino",69
20,89,"Bajo","Bajo","Si",6,74,"Baja","Si",1,"Medio","Baja","Privada","Positiva",3,"No","Postgrado","Lejos","Masculino",66
11,69,"Alto","Medio","Si",9,100,"Baja","Si",1,"Bajo","Media","Publica","Neutral",5,"No","Secundaria","Cerca","Masculino",64
21,89,"Alto","Medio","Si",7,51,"Baja","Si",1,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Femenino",69
33,92,"Alto","Alto","Si",7,67,"Baja","Si",6,"Alto","Media","Publica","Positiva",5,"No","Secundaria","Cerca","Femenino",78
23,76,"Bajo","Alto","Si",7,96,"Baja","Si",2,"Medio","Media","Privada","Neutral",4,"No","Secundaria","Cerca","Femenino",68
20,90,"Alto","Alto","No",8,82,"Media","Si",2,"Alto",NA,"Privada","Negativa",4,"Si","Secundaria","Moderado","Femenino",70
26,76,"Bajo","Medio","Si",6,77,"Media","Si",1,"Medio","Media","Privada","Neutral",5,"No","Secundaria","Cerca","Masculino",68
21,87,"Bajo","Bajo","Si",6,82,"Media","Si",0,"Medio","Alta","Publica","Neutral",5,"No","Postgrado","Cerca","Femenino",68
21,91,"Medio","Medio","No",5,66,"Baja","Si",1,"Alto","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",69
13,100,"Medio","Bajo","Si",8,54,"Media","Si",0,"Medio","Alta","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",68
21,74,"Alto","Bajo","Si",8,64,"Media","Si",3,"Bajo","Baja","Publica","Neutral",1,"No","Universitaria","Lejos","Masculino",80
26,76,"Medio","Medio","Si",8,67,"Alta","Si",1,"Bajo","Media","Publica","Negativa",3,"No","Secundaria","Moderado","Masculino",67
15,67,"Bajo","Medio","Si",5,74,"Media","Si",1,"Alto","Alta","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",64
29,68,"Medio","Bajo","No",6,70,"Baja","Si",0,"Medio","Media","Publica","Negativa",2,"No","Postgrado","Cerca","Masculino",64
19,88,"Medio","Medio","Si",9,76,"Baja","Si",1,"Medio","Alta","Publica","Positiva",3,"No","Secundaria","Lejos","Masculino",68
15,97,"Bajo","Medio","No",7,60,"Baja","Si",4,"Medio","Media","Publica","Negativa",3,"No","Secundaria","Cerca","Femenino",67
26,76,"Medio","Medio","No",7,59,"Baja","Si",0,"Medio","Media","Publica","Neutral",1,"Si","Postgrado","Cerca","Masculino",65
18,67,"Alto","Alto","Si",7,68,"Media","Si",0,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",66
25,71,"Medio","Bajo","Si",8,74,"Baja","Si",4,"Medio","Media","Publica","Positiva",4,"Si","Postgrado","Cerca","Masculino",67
18,78,"Alto","Medio","No",7,67,"Baja","No",0,"Alto","Media","Publica","Negativa",3,"No","Universitaria","Moderado","Masculino",64
20,72,"Medio","Bajo","Si",6,79,"Media","Si",1,"Bajo","Media","Privada","Positiva",4,"No","Postgrado","Cerca","Femenino",66
23,69,"Medio","Bajo","Si",8,66,"Baja","No",1,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Lejos","Masculino",63
22,89,"Medio","Alto","No",5,59,"Alta","Si",5,"Medio","Media","Privada","Positiva",4,"Si","Secundaria","Cerca","Masculino",71
8,60,"Alto","Medio","Si",9,93,"Alta","Si",0,"Bajo","Alta","Publica","Neutral",3,"No","Postgrado","Cerca","Femenino",62
13,82,"Medio","Alto","No",6,60,"Media","Si",1,"Bajo","Baja","Publica","Positiva",4,"No","Universitaria","Lejos","Femenino",64
26,92,"Bajo","Medio","Si",8,98,"Media","Si",2,"Medio","Media","Publica","Neutral",3,"No","Postgrado","Moderado","Masculino",72
19,71,"Alto","Medio","Si",7,99,"Baja","Si",0,"Bajo","Alta","Publica","Negativa",4,"No","Secundaria","Moderado","Femenino",65
17,84,"Bajo","Alto","No",6,85,"Media","Si",1,"Medio","Baja","Publica","Positiva",2,"No","Universitaria","Cerca","Femenino",67
12,87,"Alto","Alto","Si",9,75,"Media","No",1,"Bajo","Media","Privada","Neutral",3,"Si","Universitaria","Moderado","Femenino",65
14,86,"Bajo","Bajo","Si",8,90,"Baja","Si",0,"Bajo","Media","Privada","Neutral",1,"No","Secundaria","Cerca","Masculino",63
8,78,"Alto","Alto","No",7,94,"Baja","Si",1,"Alto","Alta","Publica","Neutral",3,"Si","Secundaria","Cerca","Femenino",65
19,74,"Medio","Medio","Si",10,85,"Media","Si",1,"Bajo","Media","Publica","Positiva",5,"No","Postgrado","Moderado","Masculino",67
16,93,"Medio","Medio","Si",8,55,"Baja","Si",0,"Alto","Media","Publica","Neutral",4,"No","Secundaria","Moderado","Masculino",67
14,90,"Bajo","Medio","Si",6,50,"Media","Si",0,"Medio","Alta","Privada","Positiva",3,"No","Universitaria","Moderado","Masculino",65
20,73,"Medio","Alto","Si",4,60,"Media","Si",1,"Bajo","Media","Privada","Positiva",3,"Si","Secundaria","Moderado","Masculino",64
22,64,"Alto","Bajo","No",7,59,"Alta","Si",0,"Medio","Alta","Privada","Positiva",5,"Si","Secundaria","Cerca","Femenino",64
33,63,"Alto","Alto","Si",9,59,"Media","Si",1,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",69
11,64,"Medio","Medio","No",8,75,"Baja","Si",1,"Alto","Media","Privada","Positiva",3,"No","Secundaria","Moderado","Masculino",60
27,83,"Medio","Medio","Si",9,76,"Media","Si",1,"Bajo","Alta","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",70
26,62,"Bajo","Alto","No",6,86,"Media","Si",2,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",66
15,73,"Medio","Medio","Si",7,60,"Alta","Si",3,"Medio","Media","Publica","Neutral",4,"No","Universitaria","Cerca","Femenino",66
21,90,"Medio","Bajo","No",7,55,"Media","Si",2,"Medio","Media","Publica","Neutral",2,"No","Universitaria","Cerca","Femenino",68
17,72,"Bajo","Medio","No",7,83,"Baja","Si",3,"Medio","Alta","Publica","Negativa",3,"Si",NA,"Lejos","Femenino",62
21,91,"Medio","Alto","Si",8,74,"Baja","Si",0,"Medio","Media","Publica","Negativa",2,"No","Postgrado","Cerca","Femenino",70
29,90,"Medio","Medio","Si",9,83,"Media","Si",0,"Medio","Alta","Privada","Positiva",3,"No","Secundaria","Cerca","Femenino",72
24,70,"Bajo","Bajo","Si",10,69,"Alta","Si",1,"Alto","Media","Publica","Negativa",2,"No","Secundaria","Moderado","Femenino",64
23,89,"Bajo","Medio","No",9,88,"Alta","Si",1,"Alto","Media","Publica","Neutral",5,"No","Postgrado",NA,"Masculino",71
17,90,"Medio","Alto","No",8,84,"Media","Si",1,"Bajo","Baja","Publica","Negativa",4,"No","Secundaria","Lejos","Femenino",67
11,76,"Bajo","Medio","No",6,83,"Alta","Si",3,"Medio","Media","Publica","Positiva",1,"No","Secundaria","Cerca","Femenino",64
19,68,"Alto","Alto","No",7,51,"Media","No",1,"Alto","Media","Publica","Positiva",1,"No","Secundaria","Moderado","Femenino",64
27,81,"Medio","Alto","Si",8,93,"Media","Si",0,"Alto","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Femenino",72
11,97,"Bajo","Bajo","Si",7,69,"Media","Si",3,"Bajo","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Femenino",66
14,86,"Alto","Medio","No",6,57,"Media","Si",3,"Alto","Alta","Privada","Neutral",2,"No","Universitaria","Cerca","Femenino",68
21,67,"Medio","Medio","Si",6,88,"Media","Si",1,"Bajo","Media","Privada","Positiva",5,"No","Postgrado","Cerca","Femenino",95
14,87,"Medio","Bajo","Si",8,74,"Media","Si",0,"Medio","Alta","Publica","Neutral",3,"Si","Universitaria","Moderado","Masculino",64
15,77,"Medio","Medio","Si",7,52,"Media","Si",1,"Medio","Media","Publica","Neutral",2,"No","Universitaria","Cerca","Masculino",64
17,84,"Bajo","Alto","Si",7,89,"Media","Si",2,"Alto","Media","Publica","Positiva",2,"No","Secundaria","Moderado","Masculino",68
12,89,"Medio","Bajo","Si",7,72,"Media","Si",1,"Alto","Alta","Publica","Neutral",5,"No","Universitaria","Cerca","Masculino",67
14,81,"Medio","Medio","No",6,88,"Media","Si",1,"Alto","Media","Publica","Positiva",3,"No","Postgrado","Moderado","Femenino",67
24,93,"Alto","Medio","Si",7,88,"Baja","Si",1,"Medio","Alta","Publica","Negativa",3,"No","Secundaria","Moderado","Femenino",71
12,89,"Medio","Bajo","Si",6,55,"Baja","Si",1,"Bajo","Alta","Publica","Negativa",3,"No","Secundaria","Cerca","Femenino",63
10,85,"Medio","Medio","Si",6,81,"Media","Si",3,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",66
16,66,"Alto","Alto","No",5,68,"Alta","No",2,"Bajo","Media","Publica","Positiva",5,"No","Postgrado","Moderado","Masculino",65
24,93,"Medio","Bajo","Si",7,77,"Media","Si",0,"Bajo","Media","Privada","Negativa",3,"No","Secundaria","Cerca","Femenino",68
19,97,"Medio","Bajo","Si",8,54,"Media","Si",0,"Alto","Media","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",68
17,65,"Medio","Alto","No",9,79,"Media","Si",0,"Medio","Media","Publica","Positiva",2,"Si","Secundaria","Moderado","Masculino",62
20,80,"Bajo","Medio","Si",5,89,"Media","Si",0,"Alto","Alta","Publica","Neutral",3,"No","Postgrado","Lejos","Masculino",67
10,70,"Alto","Alto","Si",9,99,"Media","Si",1,"Medio","Media","Publica","Neutral",4,"No","Secundaria","Moderado","Femenino",65
23,90,"Alto","Medio","Si",7,66,"Baja","Si",2,"Alto","Alta","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",71
22,89,"Medio","Alto","Si",5,58,"Media","Si",4,"Alto","Alta","Publica","Neutral",2,"Si","Universitaria","Cerca","Femenino",71
18,66,"Alto","Medio","Si",6,68,"Baja","No",1,"Medio","Alta","Publica","Positiva",3,"Si","Secundaria","Lejos","Masculino",61
26,95,"Medio","Medio","No",4,51,"Media","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",70
13,67,"Medio","Bajo","Si",5,70,"Media","Si",0,"Bajo","Alta","Privada","Negativa",2,"No","Secundaria","Cerca","Masculino",60
27,92,"Bajo","Medio","No",10,96,"Media","Si",0,"Bajo","Media","Publica","Neutral",2,"No","Postgrado","Lejos","Masculino",70
21,78,"Medio","Alto","No",6,60,"Alta","Si",1,"Bajo","Alta","Privada","Neutral",2,"No","Universitaria","Cerca","Femenino",67
18,73,"Medio","Medio","Si",8,74,"Baja","No",3,"Medio","Alta","Privada","Neutral",2,"No","Postgrado","Cerca","Masculino",66
20,66,"Bajo","Bajo","Si",7,79,"Media","Si",2,"Medio","Media","Privada","Positiva",2,"No","Secundaria","Moderado","Femenino",63
19,67,"Medio","Medio","No",7,59,"Baja","Si",3,"Bajo","Alta","Privada","Positiva",3,"No","Postgrado","Cerca","Femenino",65
27,86,"Alto","Medio","Si",8,67,"Alta","Si",5,"Alto","Alta","Publica","Positiva",2,"Si","Postgrado","Cerca","Femenino",75
14,82,"Alto","Medio","No",4,96,"Baja","Si",2,"Alto","Media","Privada","Negativa",4,"Si","Secundaria","Cerca","Masculino",66
15,65,"Medio","Medio","No",9,65,"Media","Si",1,"Bajo","Media","Publica","Neutral",2,"No","Universitaria","Cerca","Femenino",61
26,65,"Medio","Medio","Si",7,82,"Baja","Si",1,"Bajo","Media","Publica","Positiva",1,"No","Postgrado","Lejos","Masculino",65
16,63,"Bajo","Medio","Si",6,57,"Media","Si",2,"Bajo","Baja","Publica","Neutral",3,"No","Postgrado","Cerca","Masculino",61
25,90,"Alto","Alto","Si",8,83,"Media","Si",2,"Medio","Media","Publica","Negativa",3,"No","Universitaria","Cerca","Masculino",73
30,88,"Alto","Medio","Si",6,64,"Media","Si",1,"Alto","Media","Publica","Neutral",2,"No","Universitaria","Cerca","Femenino",73
18,62,"Medio","Medio","Si",7,62,"Media","Si",1,"Medio","Media","Publica","Positiva",5,"No","Universitaria","Moderado","Masculino",63
24,82,"Bajo","Medio","No",7,56,"Media","Si",1,"Medio","Media","Publica","Positiva",3,"No","Postgrado","Moderado","Masculino",67
13,63,"Medio","Alto","Si",8,52,"Media","Si",2,"Bajo","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",62
25,96,"Bajo","Bajo","No",7,98,"Media","Si",1,"Medio","Media","Privada","Neutral",3,"No","Universitaria","Cerca","Masculino",71
21,96,"Medio","Medio","Si",5,71,"Media","Si",2,"Bajo","Alta","Publica","Negativa",4,"No","Secundaria","Moderado","Masculino",70
23,88,"Medio","Medio","No",8,89,"Media","Si",0,"Medio","Alta","Privada","Positiva",5,"No","Secundaria","Cerca","Femenino",70
16,97,"Medio","Medio","No",7,96,"Baja","No",4,"Bajo","Alta","Privada","Neutral",2,"No","Secundaria","Cerca","Femenino",69
10,92,"Medio","Medio","No",4,60,"Alta","Si",3,"Bajo","Baja","Publica","Positiva",2,"No","Universitaria","Cerca","Femenino",66
23,93,"Bajo","Alto","Si",7,93,"Alta","Si",1,"Medio","Alta","Publica","Negativa",3,"No","Secundaria","Cerca","Femenino",72
8,83,"Alto","Bajo","Si",6,85,"Baja","Si",1,"Bajo","Alta","Publica","Neutral",3,"No","Secundaria","Lejos","Femenino",63
18,72,"Bajo","Medio","Si",8,79,"Media","Si",1,"Medio","Alta","Publica","Positiva",4,"No","Secundaria","Moderado","Masculino",65
26,69,"Alto","Alto","Si",6,90,"Media","Si",3,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Femenino",71
21,73,"Medio","Medio","No",5,56,"Media","Si",5,"Alto","Media","Privada","Neutral",3,"No","Secundaria","Moderado","Masculino",66
32,85,"Medio","Bajo","Si",9,63,"Baja","No",2,"Alto","Media","Publica","Neutral",3,"No","Secundaria","Moderado","Masculino",69
26,67,"Bajo","Medio","No",8,57,"Media","Si",0,"Medio","Media","Publica","Negativa",4,"No","Universitaria","Lejos","Femenino",62
16,70,"Alto","Alto","No",7,95,"Alta","No",1,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",66
20,79,"Medio","Bajo","Si",8,55,"Baja","Si",3,"Bajo","Media","Privada","Positiva",4,"No","Secundaria","Cerca","Femenino",66
20,69,"Medio","Bajo","Si",8,99,"Alta","Si",1,"Medio","Alta","Publica","Negativa",3,"Si","Secundaria","Moderado","Femenino",64
11,84,"Bajo","Medio","Si",7,55,"Alta","Si",0,"Medio","Alta","Publica","Negativa",3,"No",NA,"Cerca","Masculino",63
14,97,"Medio","Medio","Si",5,83,"Media","Si",0,"Bajo","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Femenino",68
17,90,"Medio","Medio","No",7,83,"Baja","Si",5,"Medio","Alta","Publica","Negativa",3,"Si","Secundaria","Cerca","Masculino",68
8,87,"Alto","Alto","No",9,97,"Baja","Si",2,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",67
20,83,"Alto","Bajo","Si",8,66,"Media","Si",1,"Alto","Media","Privada","Neutral",3,"Si","Universitaria","Cerca","Femenino",67
19,80,"Alto","Alto","Si",7,67,"Media","Si",2,"Bajo","Alta","Publica","Neutral",2,"Si","Postgrado","Cerca","Femenino",68
10,67,"Alto","Medio","Si",8,92,"Media","Si",1,"Medio","Alta","Publica","Negativa",4,"No","Postgrado","Cerca","Masculino",65
22,96,"Bajo","Alto","Si",7,99,"Alta","Si",4,"Bajo","Media","Publica","Positiva",4,"No","Universitaria","Moderado","Masculino",74
24,70,"Medio","Alto","Si",9,52,"Alta","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Postgrado","Moderado","Masculino",85
21,64,"Medio","Medio","No",9,82,"Media","Si",2,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",64
