"Horas_Estudio","Asistencia","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen","Sesiones_Tutoria_log","Asistencia_log","Asistencia_sqrt","Asistencia_boxcox","Nivel_Motivacion_Media","Nivel_Motivacion_Alta","Involucramiento_Parental_Medio","Involucramiento_Parental_Alto","Calidad_Profesor_Media","Calidad_Profesor_Alta","Tipo_Escuela_Privada"
24,96,"Medio","No",10,70,"Si",0,"Alto","Negativa",4,"No","Secundaria","Cerca","Femenino",70,0,4.57471097850338,9.79795897113271,33.4446303869241,1,0,1,0,1,0,0
22,73,"Alto","Si",4,92,"Si",0,"Bajo","Positiva",4,"No","Postgrado","Moderado","Masculino",67,0,4.30406509320417,8.54400374531753,27.3605202070912,1,0,0,0,1,0,0
15,61,"Bajo","Si",9,82,"Si",2,"Medio","Positiva",2,"No","Postgrado","Cerca","Masculino",64,1.09861228866811,4.12713438504509,7.81024967590665,23.959683148738,1,0,0,1,0,1,0
15,75,"Medio","No",5,94,"No",1,"Bajo","Negativa",3,"Si","Secundaria","Moderado","Femenino",62,0.693147180559945,4.33073334028633,8.66025403784439,27.9103973090706,0,0,0,1,1,0,0
23,96,"Medio","No",7,81,"Si",1,"Bajo","Positiva",2,"No","Postgrado","Moderado","Masculino",71,0.693147180559945,4.57471097850338,9.79795897113271,33.4446303869241,1,0,1,0,1,0,1
16,71,"Alto","Si",6,52,"Si",0,"Alto","Neutral",1,"No","Secundaria","Lejos","Masculino",62,0,4.27666611901606,8.42614977317636,26.8061042870553,0,0,1,0,0,1,0
23,72,"Medio","Si",7,84,"Si",0,"Medio","Positiva",4,"No","Secundaria","Cerca","Masculino",66,0,4.29045944114839,8.48528137423857,27.0838897841752,0,1,0,0,1,0,0
7,84,"Alto","Si",7,100,"Si",3,"Bajo","Negativa",4,"Si","Secundaria","Moderado","Masculino",64,1.38629436111989,4.44265125649032,9.16515138991168,30.3326693556488,0,0,1,0,1,0,1
16,78,"Alto","No",9,90,"Si",3,"Bajo","Negativa",3,"No","Postgrado","Moderado","Masculino",66,1.38629436111989,4.36944785246702,8.83176086632785,28.7270430074796,1,0,0,0,1,0,0
20,89,"Medio","Si",9,82,"Si",2,"Alto","Neutral",3,"No","Universitaria","Cerca","Femenino",72,1.09861228866811,4.49980967033027,9.4339811320566,31.6445331884519,1,0,0,1,0,1,0
15,96,"Alto","Si",8,73,"Si",3,"Medio","Negativa",3,"No","Universitaria","Cerca","Femenino",71,1.38629436111989,4.57471097850338,9.79795897113271,33.4446303869241,1,0,0,1,1,0,1
14,87,"Alto","Si",7,61,"Si",0,"Bajo","Neutral",3,"No","Secundaria","Lejos","Masculino",65,0,4.47733681447821,9.32737905308882,31.1225111484748,1,0,1,0,1,0,0
16,68,"Medio","Si",7,85,"Si",1,"Medio","Positiva",2,"No","Universitaria","Cerca","Femenino",65,0.693147180559945,4.23410650459726,8.24621125123532,25.9656018732522,1,0,1,0,1,0,0
22,97,"Alto","Si",8,59,"Si",1,"Bajo","Negativa",3,"No","Secundaria","Cerca","Masculino",70,0.693147180559945,4.58496747867057,9.8488578017961,33.6985186145644,1,0,1,0,1,0,0
19,71,"Alto","Si",9,94,"Si",1,"Alto","Positiva",4,"No","Secundaria","Cerca","Masculino",68,0.693147180559945,4.27666611901606,8.42614977317636,26.8061042870553,0,1,1,0,1,0,1
7,66,"Bajo","Si",8,68,"Si",0,"Bajo","Negativa",2,"Si","Universitaria","Moderado","Masculino",57,0,4.20469261939097,8.12403840463596,25.3990837029176,0,1,0,1,1,0,0
7,64,"Alto","No",9,70,"Si",4,"Bajo","Neutral",4,"Si","Secundaria","Lejos","Masculino",59,1.6094379124341,4.17438726989564,8,24.8273909713608,0,1,1,0,0,0,0
16,83,"Bajo","Si",6,61,"Si",0,"Medio","Neutral",4,"No","Universitaria","Cerca","Masculino",64,0,4.43081679884331,9.1104335791443,30.0675172565702,1,0,0,0,0,1,0
23,65,"Medio","Si",9,74,"Si",2,"Medio","Neutral",3,"No","Universitaria","Moderado","Masculino",67,1.09861228866811,4.18965474202643,8.06225774829855,25.1138970113555,1,0,0,1,0,1,1
4,66,"Alto","No",8,84,"Si",2,"Bajo","Neutral",3,"No","Postgrado","Cerca","Femenino",60,1.09861228866811,4.20469261939097,8.12403840463596,25.3990837029176,0,0,0,0,0,1,0
17,72,"Alto","Si",6,65,"Si",3,"Bajo","Positiva",2,"No","Postgrado","Lejos","Masculino",67,1.38629436111989,4.29045944114839,8.48528137423857,27.0838897841752,0,0,0,1,0,1,0
28,84,"Medio","Si",7,81,"Si",1,"Medio","Negativa",3,"No","Universitaria","Cerca","Masculino",71,0.693147180559945,4.44265125649032,9.16515138991168,30.3326693556488,1,0,1,0,0,1,0
18,93,"Medio","Si",7,69,"Si",0,"Bajo","Neutral",2,"No","Universitaria","Cerca","Masculino",67,0,4.54329478227,9.64365076099295,32.6781539201505,1,0,0,0,1,0,0
22,90,"Medio","Si",7,66,"Si",0,"Bajo","Positiva",1,"No","Postgrado","Cerca","Masculino",69,0,4.51085950651685,9.48683298050514,31.9042224374586,0,0,1,0,1,0,0
21,70,"Medio","Si",5,93,"Si",1,"Bajo","Neutral",3,"No","Universitaria","Cerca","Masculino",68,0.693147180559945,4.26267987704132,8.36660026534076,26.5271425203459,0,1,0,1,1,0,0
7,70,"Medio","Si",6,51,"Si",0,"Alto","Neutral",1,"No","Secundaria","Moderado","Femenino",59,0,4.26267987704132,8.36660026534076,26.5271425203459,1,0,1,0,1,0,1
25,99,"Alto","No",7,86,"No",3,"Medio","Positiva",3,"No","Universitaria","Cerca","Femenino",75,1.38629436111989,4.60517018598809,9.9498743710662,34.2039533818444,0,0,0,1,1,0,0
21,60,"Medio","Si",6,71,"Si",0,"Medio","Negativa",4,"Si","Secundaria","Lejos","Masculino",59,0,4.11087386417331,7.74596669241483,23.6676209733059,0,0,1,0,0,0,0
23,95,"Medio","No",6,86,"Si",0,"Medio","Neutral",3,"No","Secundaria","Moderado","Femenino",71,0,4.56434819146784,9.74679434480896,33.1899475010386,0,0,0,1,0,1,0
44,68,"Bajo","No",9,75,"Si",3,"Medio","Negativa",2,"No","Secundaria","Moderado","Femenino",71,1.38629436111989,4.23410650459726,8.24621125123532,25.9656018732522,0,0,0,1,0,1,1
7,98,"Medio","No",7,54,"Si",0,"Medio","Neutral",2,"No","Secundaria","Cerca","Femenino",66,0,4.59511985013459,9.89949493661167,33.9516228179442,0,1,1,0,0,1,1
30,74,"Bajo","No",10,99,"Si",1,"Alto","Positiva",2,"No","Secundaria","Moderado","Masculino",69,0.693147180559945,4.31748811353631,8.60232526704263,27.6360160846992,1,0,1,0,1,0,1
18,78,"Medio","Si",7,54,"No",4,"Bajo","Neutral",4,"Si","Universitaria","Moderado","Femenino",65,1.6094379124341,4.36944785246702,8.83176086632785,28.7270430074796,0,0,0,1,0,1,0
22,88,"Medio","Si",9,58,"Si",3,"Bajo","Negativa",2,"No","Universitaria","Moderado","Masculino",68,1.38629436111989,4.48863636973214,9.38083151964686,31.3839670841923,0,0,1,0,1,0,1
20,84,"Bajo","No",7,71,"Si",5,"Bajo","Positiva",2,"No","Secundaria","Lejos","Femenino",68,1.79175946922805,4.44265125649032,9.16515138991168,30.3326693556488,1,0,0,1,0,1,1
17,73,"Medio","Si",6,97,"Si",1,"Medio","Positiva",3,"No","Secundaria","Cerca","Masculino",67,0.693147180559945,4.30406509320417,8.54400374531753,27.3605202070912,0,1,1,0,0,1,0
17,82,"Medio","Si",7,65,"Si",1,"Medio","Positiva",5,"No","Secundaria","Cerca","Masculino",68,0.693147180559945,4.4188406077966,9.05538513813742,29.8014050155455,1,0,0,1,1,0,0
11,62,"Medio","Si",7,76,"Si",3,"Alto","Neutral",3,"Si","Secundaria","Moderado","Masculino",88,1.38629436111989,4.14313472639153,7.87400787401181,24.2503124054604,0,1,0,1,1,0,1
25,60,"Alto","Si",8,67,"Si",1,"Medio","Neutral",2,"No","Universitaria","Cerca","Femenino",66,0.693147180559945,4.11087386417331,7.74596669241483,23.6676209733059,1,0,1,0,0,1,0
18,78,"Bajo","Si",7,85,"Si",3,"Bajo","Negativa",2,"No","Universitaria","Cerca","Masculino",67,1.38629436111989,4.36944785246702,8.83176086632785,28.7270430074796,0,1,0,1,0,0,0
13,65,"Alto","No",7,75,"Si",2,"Medio","Neutral",4,"No","Secundaria","Moderado","Masculino",63,1.09861228866811,4.18965474202643,8.06225774829855,25.1138970113555,0,0,1,0,0,1,1
17,87,"Alto","Si",7,79,"Si",3,"Bajo","Neutral",4,"Si","Secundaria","Cerca","Femenino",68,1.38629436111989,4.47733681447821,9.32737905308882,31.1225111484748,1,0,1,0,1,0,0
28,69,"Bajo","No",6,61,"Si",2,"Medio","Positiva",1,"Si","Secundaria","Cerca","Masculino",65,1.09861228866811,4.24849524204936,8.30662386291807,26.2469825906804,0,0,0,1,0,1,0
17,77,"Medio","Si",7,96,"Si",1,"Bajo","Positiva",3,"No","Universitaria","Cerca","Masculino",67,0.693147180559945,4.35670882668959,8.77496438739212,28.4558923484917,1,0,0,1,0,0,1
22,68,"Alto","Si",8,56,"No",3,"Medio","Positiva",1,"No","Postgrado","Cerca","Masculino",67,1.38629436111989,4.23410650459726,8.24621125123532,25.9656018732522,1,0,0,1,1,0,1
16,82,"Medio","Si",7,85,"Si",1,"Alto","Neutral",4,"No","Secundaria","Cerca","Masculino",67,0.693147180559945,4.4188406077966,9.05538513813742,29.8014050155455,1,0,1,0,1,0,0
25,65,"Bajo","No",7,94,"Si",1,"Bajo","Positiva",3,"No","Secundaria","Lejos","Masculino",64,0.693147180559945,4.18965474202643,8.06225774829855,25.1138970113555,0,0,1,0,0,1,0
31,62,"Medio","Si",7,51,"Si",2,"Medio","Neutral",1,"No","Universitaria","Lejos","Femenino",65,1.09861228866811,4.14313472639153,7.87400787401181,24.2503124054604,1,0,1,0,1,0,0
19,98,"Alto","Si",7,67,"Si",1,"Medio","Negativa",4,"No","Secundaria","Moderado","Femenino",70,0.693147180559945,4.59511985013459,9.89949493661167,33.9516228179442,0,1,0,0,1,0,1
24,66,"Alto","No",8,89,"Si",0,"Medio","Positiva",2,"No","Universitaria","Cerca","Masculino",67,0,4.20469261939097,8.12403840463596,25.3990837029176,1,0,1,0,0,1,0
21,88,"Bajo","No",7,86,"Si",1,"Bajo","Positiva",2,"No","Secundaria","Moderado","Masculino",68,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,1,0,0,1,1,0,1
28,63,"Medio","Si",7,91,"Si",1,"Bajo","Positiva",1,"No","Secundaria","Lejos","Masculino",65,0.693147180559945,4.15888308335967,7.93725393319377,24.5395387185845,1,0,1,0,1,0,1
16,64,"Medio","Si",8,70,"Si",3,"Alto","Negativa",3,"No","Secundaria","Lejos","Femenino",63,1.38629436111989,4.17438726989564,8,24.8273909713608,0,0,0,1,0,1,1
24,80,"Alto","No",7,100,"Si",1,"Alto","Neutral",3,"No","Postgrado","Moderado","Masculino",72,0.693147180559945,4.39444915467244,8.94427190999916,29.2662386722107,1,0,1,0,0,1,0
19,79,"Medio","Si",7,68,"Si",2,"Alto","Negativa",1,"No","Universitaria","Cerca","Femenino",68,1.09861228866811,4.38202663467388,8.88819441731559,28.9971527495702,1,0,0,1,0,1,0
21,98,"Medio","Si",7,68,"Si",0,"Medio","Positiva",3,"Si","Universitaria","Cerca","Femenino",71,0,4.59511985013459,9.89949493661167,33.9516228179442,0,1,0,1,1,0,0
22,91,"Alto","No",5,61,"Si",3,"Bajo","Neutral",2,"No","Postgrado","Lejos","Masculino",70,1.38629436111989,4.52178857704904,9.53939201416946,32.1630474763355,1,0,1,0,0,1,0
19,84,"Medio","Si",7,67,"Si",0,"Medio","Positiva",3,"No","Postgrado","Cerca","Femenino",68,0,4.44265125649032,9.16515138991168,30.3326693556488,0,0,0,1,0,0,0
21,78,"Alto","No",10,60,"Si",3,"Alto","Negativa",5,"No","Secundaria","Moderado","Masculino",68,1.38629436111989,4.36944785246702,8.83176086632785,28.7270430074796,1,0,1,0,1,0,0
29,74,"Medio","No",6,56,"Si",2,"Bajo","Neutral",3,"No","Postgrado","Cerca","Femenino",68,1.09861228866811,4.31748811353631,8.60232526704263,27.6360160846992,0,0,1,0,0,1,0
26,98,"Alto","Si",6,68,"Si",1,"Bajo","Neutral",1,"No","Postgrado","Moderado","Masculino",71,0.693147180559945,4.59511985013459,9.89949493661167,33.9516228179442,1,0,0,0,1,0,1
25,84,"Medio","Si",10,57,"Si",4,"Medio","Positiva",2,"No","Universitaria","Cerca","Masculino",70,1.6094379124341,4.44265125649032,9.16515138991168,30.3326693556488,0,0,1,0,1,0,0
17,83,"Medio","No",6,75,"Si",2,"Medio","Positiva",3,"Si","Secundaria","Cerca","Masculino",67,1.09861228866811,4.43081679884331,9.1104335791443,30.0675172565702,1,0,0,1,1,0,0
15,69,"Medio","Si",9,52,"Si",0,"Alto","Neutral",3,"No","Universitaria","Cerca","Femenino",61,0,4.24849524204936,8.30662386291807,26.2469825906804,1,0,0,0,1,0,0
26,62,"Bajo","Si",7,72,"Si",1,"Medio","Neutral",3,"No","Universitaria","Moderado","Femenino",64,0.693147180559945,4.14313472639153,7.87400787401181,24.2503124054604,0,0,0,1,1,0,0
25,98,"Medio","No",7,98,"Si",1,"Medio","Negativa",4,"No","Postgrado","Cerca","Masculino",72,0.693147180559945,4.59511985013459,9.89949493661167,33.9516228179442,1,0,0,0,1,0,0
29,73,"Medio","No",7,68,"Si",1,"Bajo","Positiva",4,"Si","Secundaria","Moderado","Masculino",67,0.693147180559945,4.30406509320417,8.54400374531753,27.3605202070912,0,0,0,1,0,1,1
16,78,"Bajo","Si",8,57,"Si",1,"Medio","Negativa",3,"No","Universitaria","Cerca","Masculino",65,0.693147180559945,4.36944785246702,8.83176086632785,28.7270430074796,0,1,0,1,1,0,0
19,65,"Bajo","Si",5,65,"Si",1,"Alto","Positiva",6,"No","Universitaria","Moderado","Femenino",64,0.693147180559945,4.18965474202643,8.06225774829855,25.1138970113555,0,1,1,0,1,0,0
10,93,"Medio","Si",7,90,"Si",0,"Bajo","Positiva",2,"No","Secundaria","Cerca","Femenino",66,0,4.54329478227,9.64365076099295,32.6781539201505,1,0,0,0,1,0,1
18,61,"Medio","No",6,66,"Si",1,"Medio","Positiva",2,"No","Secundaria","Moderado","Femenino",62,0.693147180559945,4.12713438504509,7.81024967590665,23.959683148738,1,0,1,0,0,1,0
26,93,"Medio","No",4,69,"Si",2,"Bajo","Neutral",3,"No","Secundaria","Cerca","Masculino",70,1.09861228866811,4.54329478227,9.64365076099295,32.6781539201505,1,0,0,0,1,0,0
17,66,"Medio","Si",9,89,"No",1,"Medio","Positiva",4,"No","Secundaria","Moderado","Femenino",64,0.693147180559945,4.20469261939097,8.12403840463596,25.3990837029176,1,0,1,0,0,1,0
24,95,"Bajo","No",4,63,"Si",3,"Bajo","Positiva",3,"No","Secundaria","Cerca","Femenino",70,1.38629436111989,4.56434819146784,9.74679434480896,33.1899475010386,0,0,1,0,1,0,0
19,89,"Bajo","No",10,74,"Si",1,"Bajo","Positiva",2,"No","Secundaria","Moderado","Femenino",66,0.693147180559945,4.49980967033027,9.4339811320566,31.6445331884519,1,0,1,0,1,0,0
22,67,"Alto","Si",8,53,"Si",0,"Medio","Negativa",3,"No","Secundaria","Lejos","Masculino",62,0,4.21950770517611,8.18535277187245,25.6829769762357,1,0,0,0,0,1,0
13,83,"Bajo","No",5,59,"Si",4,"Bajo","Neutral",2,"No","Secundaria","Cerca","Femenino",63,1.6094379124341,4.43081679884331,9.1104335791443,30.0675172565702,0,1,0,0,1,0,1
21,73,"Medio","Si",9,60,"Si",2,"Medio","Positiva",3,"No","Universitaria","Cerca","Masculino",66,1.09861228866811,4.30406509320417,8.54400374531753,27.3605202070912,0,1,0,0,1,0,0
2,67,"Medio","No",6,73,"Si",1,"Bajo","Positiva",2,"No","Universitaria","Moderado","Masculino",58,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,0,0,1,0,1,0,1
19,94,"Alto","Si",6,91,"Si",1,"Bajo","Negativa",3,"No","Secundaria","Moderado","Masculino",70,0.693147180559945,4.55387689160054,9.69535971483266,32.9344590650483,1,0,1,0,1,0,0
10,76,"Bajo","No",4,68,"Si",1,"Alto","Neutral",6,"No","Universitaria","Cerca","Masculino",63,0.693147180559945,4.34380542185368,8.71779788708135,28.1836831634198,1,0,1,0,0,0,1
25,67,"Medio","Si",6,65,"Si",1,"Bajo","Negativa",3,"No","Secundaria","Cerca","Masculino",65,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,1,0,0,1,1,0,0
23,75,"Bajo","Si",8,66,"Si",5,"Medio","Neutral",3,"No","Secundaria","Cerca","Masculino",67,1.79175946922805,4.33073334028633,8.66025403784439,27.9103973090706,1,0,1,0,0,0,0
29,95,"Medio","No",9,70,"No",1,"Bajo","Positiva",2,"No","Postgrado","Cerca","Femenino",73,0.693147180559945,4.56434819146784,9.74679434480896,33.1899475010386,1,0,0,1,1,0,1
14,75,"Medio","Si",5,95,"Si",0,"Medio","Positiva",3,"No","Universitaria","Moderado","Masculino",82,0,4.33073334028633,8.66025403784439,27.9103973090706,1,0,1,0,1,0,0
30,98,"Medio","No",7,51,"Si",0,"Bajo","Positiva",2,"No","Secundaria","Cerca","Masculino",71,0,4.59511985013459,9.89949493661167,33.9516228179442,0,1,0,0,1,0,0
26,98,"Medio","Si",4,81,"Si",1,"Bajo","Positiva",4,"No","Postgrado","Cerca","Masculino",73,0.693147180559945,4.59511985013459,9.89949493661167,33.9516228179442,0,0,1,0,1,0,0
19,66,"Alto","No",7,94,"Si",1,"Alto","Positiva",4,"No","Secundaria","Moderado","Femenino",65,0.693147180559945,4.20469261939097,8.12403840463596,25.3990837029176,0,0,1,0,1,0,0
27,67,"Medio","Si",10,71,"Si",1,"Bajo","Neutral",3,"No","Secundaria","Cerca","Femenino",67,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,1,0,0,1,0,1,0
13,95,"Medio","Si",4,83,"No",1,"Bajo","Neutral",4,"No","Universitaria","Moderado","Masculino",67,0.693147180559945,4.56434819146784,9.74679434480896,33.1899475010386,0,0,1,0,0,1,0
15,76,"Alto","Si",5,79,"Si",4,"Medio","Neutral",4,"No","Postgrado","Moderado","Femenino",69,1.6094379124341,4.34380542185368,8.71779788708135,28.1836831634198,1,0,0,1,1,0,0
16,60,"Alto","Si",8,67,"Si",0,"Bajo","Neutral",3,"No","Secundaria","Cerca","Masculino",61,0,4.11087386417331,7.74596669241483,23.6676209733059,0,0,1,0,1,0,0
17,71,"Bajo","No",8,57,"Si",3,"Medio","Positiva",4,"No","Secundaria","Cerca","Femenino",64,1.38629436111989,4.27666611901606,8.42614977317636,26.8061042870553,1,0,1,0,0,1,1
14,84,"Alto","No",6,61,"Si",1,"Alto","Positiva",2,"No","Universitaria","Lejos","Masculino",64,0.693147180559945,4.44265125649032,9.16515138991168,30.3326693556488,0,0,0,0,1,0,0
27,92,"Medio","Si",9,53,"Si",2,"Bajo","Negativa",2,"No","Universitaria","Lejos","Masculino",68,1.09861228866811,4.53259949315326,9.59166304662544,32.4210206311119,0,0,0,0,1,0,0
18,65,"Bajo","No",6,88,"Si",1,"Medio","Positiva",1,"Si","Universitaria","Cerca","Masculino",62,0.693147180559945,4.18965474202643,8.06225774829855,25.1138970113555,1,0,1,0,1,0,1
22,64,"Medio","Si",10,77,"Si",5,"Medio","Neutral",3,"Si","Secundaria","Cerca","Masculino",66,1.79175946922805,4.17438726989564,8,24.8273909713608,0,1,1,0,1,0,0
17,97,"Bajo","Si",8,89,"Si",1,"Bajo","Neutral",4,"No","Universitaria","Cerca","Masculino",70,0.693147180559945,4.58496747867057,9.8488578017961,33.6985186145644,1,0,0,1,1,0,0
9,90,"Medio","Si",9,65,"Si",3,"Medio","Positiva",3,"No","Secundaria","Cerca","Femenino",67,1.38629436111989,4.51085950651685,9.48683298050514,31.9042224374586,0,0,0,1,1,0,0
22,84,"Medio","Si",8,90,"Si",2,"Medio","Positiva",2,"No","Universitaria","Cerca","Femenino",70,1.09861228866811,4.44265125649032,9.16515138991168,30.3326693556488,1,0,1,0,1,0,0
9,91,"Medio","No",8,65,"Si",0,"Medio","Positiva",4,"No","Secundaria","Moderado","Masculino",65,0,4.52178857704904,9.53939201416946,32.1630474763355,0,1,1,0,1,0,0
20,77,"Medio","No",8,56,"Si",1,"Medio","Positiva",4,"No","Universitaria","Moderado","Masculino",65,0.693147180559945,4.35670882668959,8.77496438739212,28.4558923484917,1,0,0,0,0,1,0
12,90,"Alto","Si",9,77,"Si",3,"Medio","Positiva",3,"No","Postgrado","Cerca","Masculino",70,1.38629436111989,4.51085950651685,9.48683298050514,31.9042224374586,1,0,1,0,1,0,0
32,75,"Medio","Si",7,97,"Si",1,"Medio","Neutral",3,"No","Universitaria","Moderado","Masculino",72,0.693147180559945,4.33073334028633,8.66025403784439,27.9103973090706,0,1,0,1,1,0,1
25,70,"Medio","No",6,71,"Si",0,"Bajo","Neutral",2,"No","Universitaria","Cerca","Femenino",65,0,4.26267987704132,8.36660026534076,26.5271425203459,0,0,1,0,1,0,0
21,89,"Alto","Si",7,76,"Si",1,"Medio","Positiva",2,"No","Secundaria","Cerca","Masculino",71,0.693147180559945,4.49980967033027,9.4339811320566,31.6445331884519,1,0,0,1,1,0,0
28,77,"Alto","Si",6,73,"Si",3,"Medio","Negativa",3,"No","Universitaria","Cerca","Femenino",71,1.38629436111989,4.35670882668959,8.77496438739212,28.4558923484917,0,0,0,1,0,1,1
15,99,"Alto","Si",6,73,"Si",1,"Alto","Negativa",5,"No","Postgrado","Cerca","Masculino",72,0.693147180559945,4.60517018598809,9.9498743710662,34.2039533818444,0,1,1,0,0,1,0
23,74,"Bajo","No",9,61,"Si",0,"Medio","Positiva",4,"No","Postgrado","Cerca","Masculino",64,0,4.31748811353631,8.60232526704263,27.6360160846992,0,0,0,0,0,0,0
21,97,"Medio","No",8,71,"Si",2,"Alto","Neutral",1,"No","Universitaria","Moderado","Masculino",72,1.09861228866811,4.58496747867057,9.8488578017961,33.6985186145644,0,1,1,0,0,1,0
22,97,"Medio","No",8,75,"Si",1,"Medio","Positiva",4,"No","Postgrado","Cerca","Masculino",71,0.693147180559945,4.58496747867057,9.8488578017961,33.6985186145644,1,0,0,0,1,0,1
28,70,"Medio","Si",9,87,"Si",0,"Bajo","Neutral",3,"No","Secundaria","Moderado","Masculino",66,0,4.26267987704132,8.36660026534076,26.5271425203459,0,0,1,0,1,0,0
24,92,"Bajo","No",8,57,"Si",3,"Medio","Positiva",3,"No","Universitaria","Cerca","Femenino",71,1.38629436111989,4.53259949315326,9.59166304662544,32.4210206311119,1,0,0,1,1,0,1
22,77,"Medio","Si",10,79,"Si",2,"Medio","Neutral",2,"No","Secundaria","Cerca","Masculino",67,1.09861228866811,4.35670882668959,8.77496438739212,28.4558923484917,0,1,1,0,0,0,0
10,97,"Alto","No",4,83,"Si",1,"Bajo","Neutral",2,"No","Postgrado","Cerca","Masculino",69,0.693147180559945,4.58496747867057,9.8488578017961,33.6985186145644,0,0,0,1,0,1,0
14,78,"Medio","Si",6,69,"Si",0,"Medio","Positiva",5,"No","Universitaria","Moderado","Femenino",67,0,4.36944785246702,8.83176086632785,28.7270430074796,0,1,0,1,1,0,0
19,90,"Medio","Si",6,77,"Si",0,"Alto","Neutral",4,"No","Postgrado","Cerca","Masculino",71,0,4.51085950651685,9.48683298050514,31.9042224374586,1,0,0,1,1,0,0
13,69,"Alto","No",7,73,"Si",1,"Medio","Positiva",2,"No","Secundaria","Lejos","Masculino",62,0.693147180559945,4.24849524204936,8.30662386291807,26.2469825906804,0,0,0,1,0,0,1
34,68,"Medio","No",7,67,"Si",0,"Medio","Neutral",2,"No","Secundaria","Moderado","Masculino",67,0,4.23410650459726,8.24621125123532,25.9656018732522,0,1,1,0,1,0,1
29,77,"Bajo","Si",10,91,"Si",2,"Bajo","Negativa",4,"No","Postgrado","Cerca","Femenino",70,1.09861228866811,4.35670882668959,8.77496438739212,28.4558923484917,0,1,1,0,1,0,0
24,90,"Alto","No",8,99,"Si",0,"Bajo","Neutral",3,"No","Universitaria","Moderado","Femenino",72,0,4.51085950651685,9.48683298050514,31.9042224374586,0,1,0,1,1,0,0
20,84,"Alto","No",6,61,"Si",3,"Medio","Neutral",2,"No","Secundaria","Cerca","Masculino",69,1.38629436111989,4.44265125649032,9.16515138991168,30.3326693556488,1,0,0,1,1,0,1
19,88,"Alto","No",8,94,"Si",1,"Medio","Neutral",3,"No","Secundaria","Moderado","Masculino",70,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,0,1,1,0,1,0,0
14,71,"Alto","No",4,77,"Si",0,"Medio","Negativa",3,"No","Secundaria","Cerca","Femenino",64,0,4.27666611901606,8.42614977317636,26.8061042870553,1,0,0,1,1,0,0
20,79,"Medio","Si",7,72,"No",1,"Medio","Negativa",3,"No","Secundaria","Cerca","Masculino",65,0.693147180559945,4.38202663467388,8.88819441731559,28.9971527495702,0,0,1,0,1,0,0
22,62,"Alto","Si",7,95,"Si",2,"Medio","Negativa",2,"No","Secundaria","Cerca","Masculino",66,1.09861228866811,4.14313472639153,7.87400787401181,24.2503124054604,1,0,1,0,1,0,0
13,93,"Medio","No",6,96,"Si",2,"Alto","Negativa",3,"No","Secundaria","Cerca","Femenino",68,1.09861228866811,4.54329478227,9.64365076099295,32.6781539201505,0,1,0,0,1,0,1
22,100,"Medio","Si",7,64,"Si",2,"Bajo","Positiva",3,"No","Universitaria","Cerca","Femenino",72,1.09861228866811,4.61512051684126,10,34.4555204501369,1,0,1,0,1,0,1
19,76,"Bajo","Si",6,68,"Si",2,"Alto","Positiva",3,"No","Secundaria","Moderado","Femenino",65,1.09861228866811,4.34380542185368,8.71779788708135,28.1836831634198,1,0,1,0,1,0,0
9,60,"Bajo","Si",6,93,"Si",3,"Bajo","Neutral",2,"No","Secundaria","Moderado","Femenino",60,1.38629436111989,4.11087386417331,7.74596669241483,23.6676209733059,1,0,1,0,0,1,1
15,67,"Medio","No",8,75,"Si",0,"Alto","Negativa",4,"No","Postgrado","Cerca","Femenino",63,0,4.21950770517611,8.18535277187245,25.6829769762357,1,0,1,0,0,1,0
18,86,"Bajo","Si",9,64,"Si",3,"Bajo","Positiva",3,"No","Secundaria","Cerca","Femenino",66,1.38629436111989,4.46590811865458,9.2736184954957,30.8601520614316,0,0,0,0,0,1,0
31,84,"Medio","Si",8,98,"Si",1,"Medio","Positiva",4,"No","Postgrado","Cerca","Femenino",73,0.693147180559945,4.44265125649032,9.16515138991168,30.3326693556488,0,0,0,0,1,0,0
23,92,"Medio","Si",6,61,"Si",4,"Bajo","Positiva",4,"No","Universitaria","Cerca","Masculino",71,1.6094379124341,4.53259949315326,9.59166304662544,32.4210206311119,0,0,1,0,1,0,0
12,70,"Medio","Si",6,81,"Si",1,"Bajo","Negativa",2,"Si","Secundaria","Lejos","Masculino",59,0.693147180559945,4.26267987704132,8.36660026534076,26.5271425203459,0,0,1,0,1,0,0
23,91,"Bajo","Si",6,71,"Si",5,"Bajo","Neutral",3,"No","Secundaria","Moderado","Femenino",70,1.79175946922805,4.52178857704904,9.53939201416946,32.1630474763355,1,0,1,0,0,1,0
11,88,"Bajo","Si",7,73,"Si",1,"Medio","Neutral",3,"Si","Universitaria","Cerca","Femenino",63,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,0,0,1,0,0,0,1
